Response,Annotator1,Annotator2,Annotator3,Score
"Usually we struggle with difficult tasks like imagining a creative field - don't worry! Here, let's suggest some that might ignite that creative field within you.",0,0,0,0
"Just to try and help to get your creative juices flowing, let me suggest some things to get you into the mood and help you build a strong connection with your childhood, to strengthen that bond and ignite creative domain.",0,0,1,0
"Just to try and help you to get your creative juices flowing and get in the mood, let me suggest a couple of things to get you in the mood and help you form a strong connection with your childhood to strengthen that bond and ignite a creative domain.",0,0,1,0
Please don't fret about not being able to find a creative domain yet; I've got it in hand! Try these exercises that will help you reconnect with your childhood and think about a creative domain,1,1,0,1
Please do not worry about not being able yet to find a creative domain – I've got it in hand. Just try these exercises to help you connect with your childhood and ignite a creative domain.,1,1,0,1
Try these exercises that will help you connect to your childhood and think of a creative domain.,0,0,0,0
"Sometimes it is hard to think of a creative domain that you would like to pursue but it is all okay, don't worry, we'll figure it out for you. Here are a few exercises you can do to really reconnect with your childhood and spark a creative domain.",1,1,1,1
"Sometimes it's difficult to think of a creative domain that you'd like to pursue. But it's all right, don't worry, we'll figure something out for you. Here are a few exercises you can do to truly reconnect with your childhood and ignite a creative domain.",1,1,1,1
"Sometimes it is difficult to think of a creative domain that you'd like to pursue, but it's all right, don't worry, we'll figure something out for you. Here are a few methods you can do to really reconnect with your childhood, and to ignite a creative domain.",0,0,0,0
This helps us to think of creative domains easier and here are some exercises that you can do!,0,1,0,0
"Sometimes it can be difficult to think of a creative domain, let me help a to make it a little easier and here are some exercises you can do!",0,0,0,0
"That is no easy task – it's perfectly okay if you need a little extra time to decide. In fact, I have some exercises that can help you to connect with your childhood and really ignite your creative domain – wanna try them?",0,0,1,0
Choosing which creative domain you would like to pursue is no easy task. It is perfectly fine if you need a little extra time to decide. I have some exercises can help you to connect with your childhood and really ignite your creative domain - want to give them a try?,1,1,1,1
Some people can struggle to find a creative domain they want to pursue. I have yet to figured it out! Permit me to suggest the following exercises to help you build a strong connection to your childhood and ignite a creative domain.,0,0,1,0
"I know that thinking of something that can be quite challenging. Don't worry - I can suggest some activities that may help that, we'll get there.",0,0,0,0
I feel bad that you could not think of anything else. Take your time and try some exercises that I have that will help you to build a strong connection with your childhood and ignite a creative domain.,0,0,0,0
Please feel free to try these exercises and maybe it will help you to build a strong connection with your childhood and ignite a creative domain.,0,0,0,0
Never mind – if you are unable to think of a creative domain – we can explore ways with exercises designed for you to reconnect with your childhood and perhaps create a creative domain out of you.,0,0,0,0
"I know sometimes it is difficult to think of any creative domain you want to pursue, but it is fine. Relax, I am sure you can find your creative domain. Let me suggest the following exercises that will help you build a strong bond with your childhood and ignite a creative domain.",1,1,1,1
,,,,
"Please try your best to go through this {protocol}. I believe it will aid you in discovering a new dimension about yourself. When you are ready, please press 'continue'. (User click continue)",,,,
"Please try your best to go through this {protocol}. I believe it will aid you in discovering a new dimension about yourself. When you are ready, please press 'continue'.",1,1,1,1
It's time to start the {protocol} now. You are going to be great and discover amazing things about yourself. Press continue when you are ready.,0,0,0,0
"Please try to go through this {protocol} now, trust me, it will make you to touch a whole new level of creativity. Hit continue when you're ready.",1,1,0,1
"Why not give this {protocol} a try now. I believe it will help you discover more about yourself. Once you've completed the activity, press 'continue'.",0,0,0,0
"Let's work through this {protocol} together. It will help you to find out more about yourself. When you're done, just press 'continue' to move to the next step.",1,1,1,1
